Entry	Gene Names (primary)	Gene Names	Mass	Length	Protein names
Q6M0W4		MMP0154	56346	501	UPF0288 protein MMP0154
Q6M0W5	aksA	aksA MMP0153	43011	386	2-oxosuberate synthase, first step
Q6M0W6		MMP0152	46876	446	Cation transporter
Q6M0X2		MMP0146	52990	468	Phytoene dehydrogenase-like protein
Q6M0X4	hpcE	hpcE MMP0144	22503	202	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase (EC 4.1.1.68)
Q6M0X5		MMP0143	41164	371	DUF2117 domain-containing protein
Q6M0X7		MMP0141	33992	290	Conserved archaeal protein
Q6M0Y4		MMP0134	13035	114	Uncharacterized protein
Q6M0Y8	fumA	fumA MMP0130	30261	281	Fumarate hydratase (EC 4.2.1.2)
Q6M0Y9		MMP0129	24259	218	Polymerase/histidinol phosphatase N-terminal domain-containing protein
Q6M0Z0		MMP0128	21808	189	Kynurenine formamidase
Q6M0Z4		MMP0124	25032	224	Inner membrane protein
Q6M0Z6		MMP0122	34271	302	Replication factor A1
Q6M0Z7		MMP0121	11646	105	Nucleic acid binding OB-fold tRNA/helicase-type
Q6M0Z8		MMP0120	14623	128	OB domain-containing protein
Q6M0Z9	birA	birA MMP0119	26807	235	Biotin--protein ligase (EC 6.3.4.15)
Q6M100		MMP0118	22842	205	Metallo-beta-lactamase domain-containing protein
Q6M103		MMP0115	19557	173	Nitroreductase domain-containing protein
Q6M104		MMP0114	24513	213	Xylose isomerase-like TIM barrel domain-containing protein
Q6M105		MMP0113	31451	269	Uncharacterized protein
Q6M107		MMP0111	21667	179	Acyl carrier protein phosphodiesterase
Q6M109	afuB_1	afuB_1 MMP0109	60021	538	ABC-type transporter permease protein
Q6M110		MMP0108	38003	343	ABC-type Iron(III)-binding periplasmic protein
Q6M111		MMP0107	20502	174	Energy-coupling factor transporter transmembrane protein EcfT
Q6M112		MMP0106	19534	186	Energy-coupling factor transport system substrate-specific component
Q6M113		MMP0105	18787	175	Energy-coupling factor transport system substrate-specific component
Q6M114		MMP0104	22943	205	Polyferredoxin
Q6M117		MMP0101	18215	161	CBS domain-containing protein
Q6M118		MMP0100	42143	392	Na+/H+ exchanger family
Q6M119		MMP0099	41429	383	General substrate transporter
Q6M120		MMP0098	6824	65	Ferredoxin
Q6M121		MMP0097	20852	182	Transcriptional regulator protein, Helix-turn-helix motif
Q6M122		MMP0096	45249	395	Aminotransferase (Subgroup I) (EC 2.6.1.-)
Q6M123		MMP0095	45079	394	PHP domain protein
Q6M127		MMP0091	23123	194	Conserved hypothetical archaeal protein
Q6M128		MMP0090	40066	355	Glycosyl transferase
Q6M134		MMP0084	28351	237	Uncharacterized protein
Q6M135		MMP0083	40359	359	Conserved archaeal protein
Q6M136		MMP0082	29055	263	Glutamate synthase large subunit archaeal subunit 3 (EC 1.4.1.13)
Q6M138		MMP0080	41357	363	Glutamate synthase large subunit archaeal subunit 1 (EC 1.4.1.13)
Q6M142		MMP0076	7389	69	TRAM domain-containing protein
Q6M143		MMP0075	36780	322	CAAX prenyl protease 2/Lysostaphin resistance protein A-like domain-containing protein
Q6M144		MMP0074	13937	118	Conserved hypothetical Archael protein
Q6M145		MMP0072	35908	326	Conserved archaeal protein
Q6M147		MMP0070	34120	312	Tungsten containing formylmethanofruran dehydrogenase subunit C-related protein
Q6M148		MMP0069	11070	99	Methyltransferase
Q6M149	amtB	amtB MMP0068	42787	411	Ammonia transporter
Q6M150	glnK2	glnK2 MMP0067	12270	112	Nitrogen regulatory protein P-II
Q6M151	glnB	glnB MMP0066	12495	112	Nitrogen regulatory protein P-II
Q6M153	glnK1	glnK1 MMP0064	12393	112	Nitrogen regulatory protein P-II
Q6M158		MMP0059	16062	140	Conserved hypothetical archaeal protein
Q6M162		MMP0055	17783	159	Conserved hypothetical Archael protein
Q6M163		MMP0054	22593	202	Release factor glutamine methyltransferase
Q6M164		MMP0053	27595	246	Dinuclear metal center YbgI/SA1388 family protein
Q6M165		MMP0052	33493	303	CBS domain-containing protein
Q6M168		MMP0049	16084	151	Carbonic anhydrase (Gamma family Zn(II)-dependent enzymes)
Q6M169		MMP0048	10739	90	Uncharacterized protein
Q6M170		MMP0047	42055	369	Uncharacterized protein
Q6M171		MMP0046	17232	150	Uncharacterized protein
Q6M175		MMP0042	10837	93	Uncharacterized protein
Q6M177		MMP0040	61780	549	Type II secretion system protein putative subunit 1
Q6M178		MMP0039	39808	352	Type II secretion system protein GspF domain-containing protein
Q6M179		MMP0038	32782	298	Type II secretion system protein GspF domain-containing protein
Q6M180		MMP0037	22435	195	HD/PDEase domain-containing protein
Q6M182		MMP0035	39483	349	ATP-grasp domain-containing protein
Q6M184		MMP0033	45945	408	LysR family member
Q6M185		MMP0032	20077	173	ArsR family member
Q6M186		MMP0031	42348	360	Conserved hypothetical archeal protein
Q6M187		MMP0030	75634	672	DNA replication protein MCM family putative
Q6M188		MMP0029	23447	212	Conserved hypothetical archeal protein
Q6M189		MMP0028	54504	483	Cobyric acid synthase related protein
Q6M190		MMP0027	37764	335	Putative potassium channel protein
Q6M192		MMP0025	9875	90	Heavy metal-binding domain-containing protein
Q6M193		MMP0024	41802	371	Putative AAA superfamily ATPase, similar to FtsH
Q6M194		MMP0023	31453	274	ClpP class serine protease
Q6M195		MMP0022	12941	111	DUF192 domain-containing protein
Q6M196		MMP0021	32966	291	Conserved hypothetical archaeal protein
Q6M198		MMP0019	8436	75	DUF2798 domain-containing protein
Q6M199		MMP0018	32196	280	Transcriptional regulator, LysR Family Member
Q6M1A0		MMP0017	39745	350	Radical SAM core domain-containing protein
Q6M1A1		MMP0016	18367	163	60S ribosome subunit biogenesis protein NIP7
Q6M1A2		MMP0015	31505	267	Uncharacterized protein
Q6M1A4		MMP0012	16905	149	CoA-binding domain-containing protein
Q6M1A6		MMP0010	15545	141	Conserved hypothetical Archael protein
Q6M1B1		MMP0005	60483	527	DUF2254 domain-containing protein
Q6M1B5		MMP0001	10628	93	Conserved archaeal protein
