present_in,absent_from,gene,description,in_model,best_hit,pident,evalue,criterion
duobushaemulonii,auris,XP_025334804.1,uncharacterized protein CXQ87_001982 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334805.1,uncharacterized protein CXQ87_001983 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334834.1,uncharacterized protein CXQ87_002012 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334855.1,uncharacterized protein CXQ87_002034 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334861.1,uncharacterized protein CXQ87_002040 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334890.1,uncharacterized protein CXQ87_002071 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334908.1,uncharacterized protein CXQ87_002090 [Candidozyma duobushaemuli],False,XP_085453859.1,29.4,5.06e-07,no_hit_e10
duobushaemulonii,auris,XP_025334909.1,uncharacterized protein CXQ87_002091 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334931.1,uncharacterized protein CXQ87_002113 [Candidozyma duobushaemuli],False,XP_085453859.1,22.6,2.08e-09,no_hit_e10
duobushaemulonii,auris,XP_025334946.1,uncharacterized protein CXQ87_002128 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334954.1,uncharacterized protein CXQ87_002137 [Candidozyma duobushaemuli],False,XP_085453859.1,31.7,2.89e-08,no_hit_e10
duobushaemulonii,auris,XP_025334955.1,uncharacterized protein CXQ87_002138 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334998.1,uncharacterized protein CXQ87_002181 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335088.1,uncharacterized protein CXQ87_002273 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335155.1,uncharacterized protein CXQ87_002342 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335156.1,uncharacterized protein CXQ87_002343 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335159.1,uncharacterized protein CXQ87_002346 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335173.1,uncharacterized protein CXQ87_002360 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335174.1,uncharacterized protein CXQ87_002361 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335184.1,uncharacterized protein CXQ87_002371 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335209.1,uncharacterized protein CXQ87_002397 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335215.1,Arc18p [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335221.1,uncharacterized protein CXQ87_002409 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335246.1,uncharacterized protein CXQ87_002434 [Candidozyma duobushaemuli],False,XP_085453361.1,69.0,4.71e-06,no_hit_e10
duobushaemulonii,auris,XP_025335261.1,uncharacterized protein CXQ87_002449 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335267.1,uncharacterized protein CXQ87_002456 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335279.1,uncharacterized protein CXQ87_002468 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335287.1,uncharacterized protein CXQ87_002477 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335327.1,uncharacterized protein CXQ87_002520 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335331.1,uncharacterized protein CXQ87_002524 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335365.1,uncharacterized protein CXQ87_002559 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335436.1,uncharacterized protein CXQ87_002637 [Candidozyma duobushaemuli],False,XP_085455395.1,24.4,1.26e-07,no_hit_e10
duobushaemulonii,auris,XP_025335557.1,uncharacterized protein CXQ87_002762 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335590.1,uncharacterized protein CXQ87_002797 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335617.1,U2 snRNP complex subunit [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335686.1,uncharacterized protein CXQ87_005022 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335710.1,uncharacterized protein CXQ87_005046 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335761.1,uncharacterized protein CXQ87_005097 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335783.1,uncharacterized protein CXQ87_005119 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335784.1,uncharacterized protein CXQ87_005120 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335794.1,uncharacterized protein CXQ87_005130 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335799.1,uncharacterized protein CXQ87_005135 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335812.1,uncharacterized protein CXQ87_005148 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335831.1,uncharacterized protein CXQ87_005167 [Candidozyma duobushaemuli],False,XP_085452101.1,26.4,4.51e-07,no_hit_e10
duobushaemulonii,auris,XP_025335859.1,uncharacterized protein CXQ87_005196 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335872.1,uncharacterized protein CXQ87_005210 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335873.1,uncharacterized protein CXQ87_005211 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335942.1,putative phenylacrylic acid decarboxylase [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335947.1,uncharacterized protein CXQ87_005286 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335991.1,uncharacterized protein CXQ87_005330 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335992.1,uncharacterized protein CXQ87_005331 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335993.1,uncharacterized protein CXQ87_005332 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025335994.1,uncharacterized protein CXQ87_005333 [Candidozyma duobushaemuli],False,XP_085451477.1,20.8,1.51e-06,no_hit_e10
duobushaemulonii,auris,XP_025336011.1,uncharacterized protein CXQ87_002903 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336127.1,uncharacterized protein CXQ87_003024 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336128.1,DNA-directed RNA polymerase core subunit [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336210.1,4a-hydroxytetrahydrobiopterin dehydratase [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336397.1,uncharacterized protein CXQ87_003298 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336465.1,uncharacterized protein CXQ87_003367 [Candidozyma duobushaemuli],False,XP_085451741.1,32.5,4.03e-08,no_hit_e10
duobushaemulonii,auris,XP_025336488.1,mitochondrial 54S ribosomal protein bL34m [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336507.1,uncharacterized protein CXQ87_003411 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336508.1,uncharacterized protein CXQ87_003412 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336509.1,uncharacterized protein CXQ87_003413 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336515.1,uncharacterized protein CXQ87_003420 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336516.1,uncharacterized protein CXQ87_003421 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336517.1,uncharacterized protein CXQ87_003422 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336519.1,uncharacterized protein CXQ87_003425 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336520.1,uncharacterized protein CXQ87_003426 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336524.1,uncharacterized protein CXQ87_003430 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336556.1,uncharacterized protein CXQ87_003462 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336569.1,uncharacterized protein CXQ87_003475 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336577.1,uncharacterized protein CXQ87_003483 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336582.1,uncharacterized protein CXQ87_003488 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336605.1,protein retreival receptor [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336609.1,uncharacterized protein CXQ87_003515 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336629.1,uncharacterized protein CXQ87_003535 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336631.1,uncharacterized protein CXQ87_003537 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336644.1,uncharacterized protein CXQ87_003550 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336660.1,uncharacterized protein CXQ87_003566 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336689.1,uncharacterized protein CXQ87_003598 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336692.1,uncharacterized protein CXQ87_003601 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336697.1,uncharacterized protein CXQ87_003606 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336778.1,uncharacterized protein CXQ87_003693 [Candidozyma duobushaemuli],False,XP_085451551.1,77.1,6.51e-08,no_hit_e10
duobushaemulonii,auris,XP_025336886.1,glutathione-independent methylglyoxalase [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336902.1,Pga46p [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336908.1,uncharacterized protein CXQ87_003828 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336945.1,uncharacterized protein CXQ87_003867 [Candidozyma duobushaemuli],False,XP_085453859.1,29.2,7.2e-09,no_hit_e10
duobushaemulonii,auris,XP_025336946.1,uncharacterized protein CXQ87_003868 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336947.1,uncharacterized protein CXQ87_003869 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336948.1,uncharacterized protein CXQ87_003870 [Candidozyma duobushaemuli],False,XP_085450682.1,27.0,5.52e-05,no_hit_e10
duobushaemulonii,auris,XP_025336955.1,uncharacterized protein CXQ87_003878 [Candidozyma duobushaemuli],False,XP_085451690.1,38.3,3.96e-10,no_hit_e10
duobushaemulonii,auris,XP_025336964.1,uncharacterized protein CXQ87_003887 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025336997.1,uncharacterized protein CXQ87_003920 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337005.1,uncharacterized protein CXQ87_003928 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337019.1,uncharacterized protein CXQ87_003943 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337030.1,uncharacterized protein CXQ87_003954 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337050.1,mitochondrial 54S ribosomal mL49 domain-containing protein [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337056.1,SCF ubiquitin ligase complex subunit [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337062.1,mRNA splicing protein [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337088.1,pheromone-regulated protein [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337117.1,uncharacterized protein CXQ87_004045 [Candidozyma duobushaemuli],False,XP_085451860.1,31.5,1.61e-08,no_hit_e10
duobushaemulonii,auris,XP_025337130.1,uncharacterized protein CXQ87_004058 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337142.1,uncharacterized protein CXQ87_004072 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337277.1,40S ribosomal eS30 domain-containing protein [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337337.1,uncharacterized protein CXQ87_004688 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337340.1,uncharacterized protein CXQ87_004691 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337343.1,uncharacterized protein CXQ87_004694 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337351.1,uncharacterized protein CXQ87_004702 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337352.1,uncharacterized protein CXQ87_004703 [Candidozyma duobushaemuli],False,XP_085450682.1,29.0,3.86e-10,no_hit_e10
duobushaemulonii,auris,XP_025337392.1,uncharacterized protein CXQ87_004743 [Candidozyma duobushaemuli],False,XP_085450399.1,83.9,6.09e-09,no_hit_e10
duobushaemulonii,auris,XP_025337393.1,uncharacterized protein CXQ87_004744 [Candidozyma duobushaemuli],False,XP_085450400.1,85.7,7.33e-08,no_hit_e10
duobushaemulonii,auris,XP_025337401.1,uncharacterized protein CXQ87_004752 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337419.1,uncharacterized protein CXQ87_004771 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337472.1,uncharacterized protein CXQ87_004826 [Candidozyma duobushaemuli],False,XP_085450357.1,30.9,1.3e-10,no_hit_e10
duobushaemulonii,auris,XP_025337494.1,uncharacterized protein CXQ87_004848 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337572.1,uncharacterized protein CXQ87_004927 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337628.1,Rbr1p [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337654.1,uncharacterized protein CXQ87_005010 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337753.1,uncharacterized protein CXQ87_004369 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337760.1,uncharacterized protein CXQ87_004376 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337778.1,uncharacterized protein CXQ87_004394 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337788.1,uncharacterized protein CXQ87_004404 [Candidozyma duobushaemuli],False,XP_085450682.1,26.1,4.72e-10,no_hit_e10
duobushaemulonii,auris,XP_025337789.1,uncharacterized protein CXQ87_004405 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337790.1,uncharacterized protein CXQ87_004406 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337815.1,uncharacterized protein CXQ87_004432 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337816.1,uncharacterized protein CXQ87_004433 [Candidozyma duobushaemuli],False,XP_085453859.1,28.9,8.08e-07,no_hit_e10
duobushaemulonii,auris,XP_025337817.1,uncharacterized protein CXQ87_004434 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337835.1,uncharacterized protein CXQ87_004453 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337869.1,mannose-ethanolamine phosphotransferase [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337876.1,exosome non-catalytic core subunit [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337888.1,uncharacterized protein CXQ87_004506 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337897.1,uncharacterized protein CXQ87_004515 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337908.1,uncharacterized protein CXQ87_004526 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337917.1,uncharacterized protein CXQ87_004535 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337918.1,uncharacterized protein CXQ87_004536 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337939.1,uncharacterized protein CXQ87_004558 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337946.1,uncharacterized protein CXQ87_004565 [Candidozyma duobushaemuli],False,XP_085452101.1,26.2,3.32e-07,no_hit_e10
duobushaemulonii,auris,XP_025337961.1,uncharacterized protein CXQ87_004580 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337968.1,uncharacterized protein CXQ87_004587 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337969.1,uncharacterized protein CXQ87_004588 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337970.1,uncharacterized protein CXQ87_004589 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337978.1,uncharacterized protein CXQ87_004597 [Candidozyma duobushaemuli],False,XP_085450682.1,31.4,1.84e-09,no_hit_e10
duobushaemulonii,auris,XP_025337979.1,uncharacterized protein CXQ87_004598 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337980.1,uncharacterized protein CXQ87_004599 [Candidozyma duobushaemuli],False,XP_085452101.1,31.1,2.93e-08,no_hit_e10
duobushaemulonii,auris,XP_025337981.1,uncharacterized protein CXQ87_004600 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025337991.1,uncharacterized protein CXQ87_004610 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025338018.1,uncharacterized protein CXQ87_004639 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025338039.1,Pga34p [Candidozyma duobushaemuli],False,XP_085455746.1,54.9,6.25e-05,no_hit_e10
duobushaemulonii,auris,XP_025338056.1,uncharacterized protein CXQ87_004677 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025338058.1,alpha/beta hydrolase [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025338106.1,uncharacterized protein CXQ87_000047 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025338224.1,uncharacterized protein CXQ87_000168 [Candidozyma duobushaemuli],False,XP_085454046.1,26.7,1.19e-08,no_hit_e10
duobushaemulonii,auris,XP_025338254.1,uncharacterized protein CXQ87_000198 [Candidozyma duobushaemuli],False,XP_085454077.1,52.8,0.000102,no_hit_e10
duobushaemulonii,auris,XP_025338286.1,palmitoyltransferase [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025338388.1,WD40 repeat domain-containing protein [Candidozyma duobushaemuli],False,XP_085451785.1,39.7,0.000527,no_hit_e10
duobushaemulonii,auris,XP_025338466.1,uncharacterized protein CXQ87_000415 [Candidozyma duobushaemuli],False,XP_085454304.1,77.3,6.69e-10,no_hit_e10
duobushaemulonii,auris,XP_025338515.1,tyrosine protein phosphatase [Candidozyma duobushaemuli],False,XP_085451985.1,39.6,2.23e-06,no_hit_e10
